baths,balcony,no_of_rooms,flat_type,city,total_area_scaled,price_scaled
3,0,2,0,1,0.31297709923664124,0.2249830003399932
4,1,5,0,1,0.8015267175572519,0.8124212515749685
3,0,3,0,1,0.45763358778625957,0.4496160076798464
3,1,2,0,1,0.41030534351145037,0.249932501349973
3,1,3,0,1,0.5916030534351145,0.5938318733625327
3,0,2,0,1,0.3717557251908397,0.33480580388392234
3,1,3,0,1,0.5629770992366412,0.5752384952300954
3,1,2,0,1,0.4820610687022901,0.5746535069298614
3,1,2,0,1,0.3767175572519084,0.3312552498950021
4,1,5,0,1,0.916030534351145,0.8444831103377932
3,0,1,0,1,0.3816793893129771,0.1749965000699986
3,0,2,0,1,0.5343511450381679,0.5941131177376453
3,1,3,0,1,0.500381679389313,0.5186540019199616
3,1,3,0,1,0.5400763358778626,0.5120428841423171
4,1,3,0,1,0.7870229007633588,0.936902511949761
3,0,2,0,1,0.39580152671755725,0.312390002199956
3,1,2,0,1,0.3511450381679389,0.3122187556248875
3,0,2,0,1,0.34541984732824427,0.34389312213755724
3,1,2,0,1,0.3511450381679389,0.34384312313753723
3,1,3,0,1,0.7442748091603053,0.9128254934901302
3,1,3,0,1,0.5152671755725191,0.4682718845623087
3,1,2,0,1,0.40458015267175573,0.3126937461250775
3,1,2,0,1,0.47900763358778625,0.38119862602747945
2,1,2,0,1,0.2862595419847328,0.3435868782624347
3,1,2,0,1,0.40076335877862596,0.25527614447711044
3,0,2,0,1,0.42900763358778626,0.4060368792624148
4,1,3,0,1,0.7854961832061069,0.9993962620747585
2,1,2,0,1,0.2366412213740458,0.1499595008099838
3,0,2,0,1,0.45763358778625957,0.5185571288574229
3,0,3,0,1,0.5152671755725191,0.5062398752024959
3,1,2,0,1,0.3843511450381679,0.34363187736245276
3,1,3,0,1,0.5381679389312977,0.5622262554748905
3,1,4,0,1,0.7519083969465649,0.936962510749785
3,0,3,0,1,0.5202290076335878,0.5128184936301274
3,0,2,0,1,0.4713740458015267,0.47469363112737745
3,1,2,0,1,0.4381679389312977,0.5309393812123757
3,1,3,0,1,0.6603053435114504,0.4941213675726486
3,1,2,0,1,0.4961832061068702,0.499677506449871
3,0,3,0,1,0.5,0.4372037559248815
3,0,2,0,1,0.4732824427480916,0.375092498150037
3,0,2,0,1,0.40458015267175573,0.374967500649987
3,0,2,0,1,0.5400763358778626,0.6119752604947901
3,1,3,0,1,0.5988549618320611,0.6619086368272634
3,1,3,0,1,0.6198473282442748,0.5815833683326334
3,1,2,0,1,0.5229007633587787,0.687554998900022
3,1,2,0,1,0.3950381679389313,0.40622937541249177
3,1,2,0,1,0.39122137404580154,0.3126187476250475
3,0,3,0,1,0.4568702290076336,0.4062237505249895
3,0,2,0,1,0.4965648854961832,0.3870397592048159
3,1,2,0,1,0.46946564885496184,0.3874422511549769
2,1,2,0,1,0.2748091603053435,0.25604487910241797
2,0,2,0,1,0.2862595419847328,0.2999940001199976
3,1,1,0,1,0.3931297709923664,0.5497515049699006
3,0,2,0,1,0.46603053435114505,0.6875618737625248
3,0,2,0,1,0.3816793893129771,0.3124937501249975
3,1,2,0,1,0.3244274809160305,0.375054998900022
3,0,2,0,1,0.45610687022900764,0.4750029999400012
3,0,3,0,1,0.4675572519083969,0.656127502449951
3,0,2,0,1,0.44083969465648853,0.437447501049979
3,0,2,0,1,0.46908396946564884,0.48083663326733467
3,1,2,0,1,0.4580152671755725,0.49349013019739607
3,0,2,0,1,0.4732824427480916,0.512264754704906
3,1,2,0,1,0.4480916030534351,0.4622532549349013
2,1,1,0,1,0.2900763358778626,0.2374952500949981
3,0,3,0,1,0.44656488549618323,0.500164996700066
3,0,3,0,1,0.40610687022900765,0.4748005039899202
3,1,2,0,1,0.5324427480916031,0.5501421221575569
3,1,2,0,1,0.4713740458015267,0.45385342293154135
3,0,2,0,1,0.3969465648854962,0.28144437111257775
3,1,2,0,1,0.32748091603053436,0.23111912761744766
3,1,2,0,1,0.4580152671755725,0.4372412551748965
3,1,2,0,1,0.4076335877862595,0.16887412251754966
3,0,3,0,1,0.3530534351145038,0.31275936981260377
3,1,3,0,1,0.5305343511450382,0.375292494150117
3,0,2,0,1,0.38702290076335877,0.34348563028739426
3,0,2,0,1,0.4389312977099237,0.3284621807563849
3,1,3,0,1,0.683206106870229,0.562719995600088
3,1,3,0,1,0.7041984732824428,0.656115002699946
3,1,3,0,1,0.6297709923664122,0.7497037559248815
3,1,3,0,1,0.5675572519083969,0.7815887432251355
3,1,2,0,1,0.4751908396946565,0.437297504049919
3,0,2,0,1,0.40076335877862596,0.28152561948761023
3,1,2,0,1,0.3683206106870229,0.4499222515549689
3,1,3,0,1,0.6870229007633588,0.5433641327173456
3,1,3,0,1,0.6309160305343512,0.6126308723825523
3,0,2,0,1,0.4198473282442748,0.28118187636247277
3,0,2,0,1,0.4198473282442748,0.28118187636247277
3,0,2,0,1,0.4198473282442748,0.28118187636247277
3,1,3,0,1,0.6229007633587786,0.7313253734925301
3,1,3,0,1,0.4389312977099237,0.5936756264874703
3,1,3,0,1,0.648854961832061,0.5312393752124958
3,1,3,0,1,0.4580152671755725,0.3622427551448971
3,1,3,0,1,0.648854961832061,0.5312393752124958
3,1,3,0,1,0.6412213740458015,0.8441831163376733
3,0,2,0,1,0.43702290076335876,0.45011912261754766
3,1,3,0,1,0.5629770992366412,0.5752384952300954
3,0,3,0,1,0.5744274809160306,0.6875831233375332
3,0,3,0,1,0.5877862595419847,0.6564118717625648
3,1,3,0,1,0.683206106870229,0.6186563768724626
3,0,2,0,1,0.4072519083969466,0.4688037489250215
3,0,2,0,1,0.3683206106870229,0.4499222515549689
3,0,3,0,1,0.41870229007633586,0.3126387472250555
3,0,2,0,1,0.35763358778625953,0.343754999900002
3,1,2,0,1,0.3816793893129771,0.36874262514749706
1,1,2,0,1,0.3053435114503817,0.499990000199996
3,0,2,0,1,0.3816793893129771,0.36874262514749706
3,0,2,0,1,0.33587786259541985,0.368492630147397
3,1,3,0,1,0.565267175572519,0.5562894992100158
3,1,3,0,1,0.582824427480916,0.718630002399952
3,1,2,0,1,0.4354961832061069,0.4314319963600728
3,1,2,0,1,0.4580152671755725,0.45599088018239636
3,1,3,0,1,0.6774809160305344,0.749922501549969
3,1,3,0,1,0.4767175572519084,0.4496310073798524
3,1,2,0,1,0.47595419847328246,0.5252882442351153
3,1,2,0,1,0.4580152671755725,0.29099418011639766
3,1,3,0,1,0.6354961832061069,0.6566212425751485
3,1,2,0,1,0.40076335877862596,0.21852687946241076
3,0,3,0,1,0.4770992366412214,0.4218665626687466
3,0,2,0,1,0.40076335877862596,0.4875839983200336
3,1,2,0,1,0.4580152671755725,0.2752444951100978
3,1,2,0,1,0.4580152671755725,0.2752444951100978
3,0,2,0,1,0.4267175572519084,0.34377812443751127
3,1,3,0,1,0.5145038167938931,0.46842063158736824
3,1,2,0,1,0.4068702290076336,0.3750912481750365
3,1,2,0,1,0.31297709923664124,0.20602087958240836
3,1,2,0,1,0.4763358778625954,0.5561288774224515
3,0,2,0,1,0.40954198473282444,0.3628008689826204
3,1,2,0,1,0.3816793893129771,0.3124937501249975
3,0,2,0,1,0.3816793893129771,0.3249935001299974
3,0,3,0,1,0.4064885496183206,0.46859062818743624
3,0,3,0,1,0.5152671755725191,0.499490010199796
3,0,2,0,1,0.4122137404580153,0.4063418731625367
3,0,3,0,1,0.5610687022900763,0.4501784964300714
3,0,3,0,1,0.5725190839694656,0.46874062518749626
3,0,2,0,1,0.3606870229007634,0.33724013019739607
3,0,2,0,1,0.45,0.27853317933641325
3,1,2,0,1,0.3984732824427481,0.249902501949961
3,0,3,0,1,0.5381679389312977,0.7499287514249715
3,0,2,0,1,0.37404580152671757,0.31849363012739745
3,1,2,0,1,0.45,0.2807437601247975
3,0,2,0,1,0.4580152671755725,0.3877422451550969
3,1,2,0,1,0.36450381679389315,0.24889189716205676
3,0,2,0,1,0.4534351145038168,0.40613937721245574
3,1,3,0,1,0.533206106870229,0.43742687646247075
3,0,2,0,1,0.41030534351145037,0.35608662826743465
3,0,2,0,1,0.4206106870229008,0.374672506549869
3,1,3,0,1,0.5725190839694656,0.5315518689626207
4,0,2,0,1,0.3053435114503817,0.4499910001799964
3,1,2,0,1,0.4198473282442748,0.3121187576248475
3,0,2,0,1,0.4068702290076336,0.3624327513449731
3,1,2,0,1,0.3816793893129771,0.3437431251374973
3,0,2,0,1,0.4580152671755725,0.4372412551748965
3,1,2,0,1,0.4198473282442748,0.3561178776424472
3,0,2,0,1,0.44656488549618323,0.3875547489050219
3,0,2,0,1,0.40458015267175573,0.5127647447051059
3,1,2,0,1,0.3797709923664122,0.37498312533749323
3,1,2,0,1,0.5083969465648855,0.5128097438051239
3,1,2,0,1,0.34427480916030534,0.2627022459550809
3,0,2,0,1,0.4312977099236641,0.5939443711125777
3,1,3,0,1,0.5381679389312977,0.5287394252114958
3,0,2,0,1,0.3244274809160305,0.3251184976300474
3,1,2,0,1,0.33396946564885494,0.2685102547949041
3,1,2,0,1,0.4083969465648855,0.3250059998800024
3,1,3,0,1,0.5229007633587787,0.46835938281234374
3,1,2,0,1,0.48091603053435117,0.4063418731625367
3,1,3,0,1,0.6870229007633588,0.624362512749745
2,0,1,0,1,0.22900763358778625,0.19387112257754846
3,1,2,0,1,0.4580152671755725,0.3622427551448971
3,0,3,0,1,0.45038167938931295,0.34366812663746726
3,1,2,0,1,0.32748091603053436,0.23111912761744766
3,1,3,0,1,0.6801526717557251,0.9310763784724305
3,0,2,0,1,0.4637404580152672,0.43435381292374153
3,1,2,0,1,0.3282442748091603,0.375167496650067
3,0,2,0,1,0.3652671755725191,0.343914996700066
3,1,2,0,1,0.3816793893129771,0.374992500149997
3,1,2,0,1,0.38740458015267176,0.3247935041299174
3,0,2,0,1,0.3053435114503817,0.21899562008759824
3,0,2,0,1,0.32748091603053436,0.23111912761744766
3,0,2,0,1,0.43320610687022904,0.3936952510949781
3,0,2,0,1,0.45,0.27927003959920804
3,0,2,0,1,0.3893129770992366,0.3372307553848923
3,0,2,0,1,0.3931297709923664,0.33088088238235236
3,0,2,0,1,0.32748091603053436,0.23111912761744766
3,1,4,0,1,0.7549618320610687,0.8628852422951541
3,1,3,0,1,0.6507633587786259,0.7182168856622868
3,0,2,0,1,0.4580152671755725,0.2752444951100978
3,1,3,0,1,0.5152671755725191,0.7188606227875443
3,0,2,0,1,0.3244274809160305,0.26880712385752287
3,1,2,0,1,0.49770992366412214,0.4498710025799484
3,1,2,0,1,0.3893129770992366,0.40607937841243175
3,0,2,0,1,0.4770992366412214,0.3874922501549969
3,0,2,0,1,0.36259541984732824,0.40611687766244675
3,1,3,0,1,0.5217557251908397,0.6561468770624588
3,1,3,0,1,0.7156488549618321,0.8753731175376492
3,1,2,0,1,0.4961832061068702,0.7816093678126438
3,0,2,0,1,0.3530534351145038,0.2000272494550109
2,0,2,0,1,0.25572519083969464,0.2499887502249955
3,1,3,0,1,0.6564885496183206,0.6621867562648747
3,0,3,0,1,0.5534351145038168,0.34346188076238476
2,1,2,0,1,0.3053435114503817,0.21899562008759824
3,0,2,0,1,0.3816793893129771,0.374992500149997
3,0,2,0,1,0.40076335877862596,0.437709995800084
3,0,2,0,1,0.4618320610687023,0.3433306333873323
3,1,3,0,1,0.7633587786259542,0.624987500249995
3,1,2,0,1,0.43282442748091604,0.2877467450650987
3,1,2,0,1,0.32748091603053436,0.23111912761744766
3,1,2,0,1,0.4389312977099237,0.4060856282874343
3,0,2,0,1,0.30725190839694655,0.2747007559848803
3,0,2,0,1,0.4580152671755725,0.35624287514249714
3,0,2,0,1,0.32748091603053436,0.23111912761744766
3,0,2,0,1,0.3435114503816794,0.34368062638747227
3,0,2,0,1,0.4232824427480916,0.40616312673746524
3,0,2,0,1,0.366412213740458,0.7811843763124737
4,1,1,0,1,0.3053435114503817,0.3499930001399972
3,1,2,0,1,0.46908396946564884,0.48083663326733467
3,0,2,0,1,0.32748091603053436,0.23111912761744766
3,0,2,0,1,0.4148854961832061,0.5625112497750046
3,1,3,0,1,0.5782442748091603,0.4686937511249775
3,0,2,0,1,0.4580152671755725,0.4372412551748965
3,0,3,0,1,0.3797709923664122,0.21889562208755825
3,0,2,0,1,0.5343511450381679,0.4873652526949461
3,0,3,0,1,0.5709923664122137,0.5937131257374852
3,1,2,0,1,0.3427480916030534,0.2250567488650227
3,0,2,0,1,0.4083969465648855,0.3250059998800024
3,0,2,0,1,0.4580152671755725,0.30599388012239753
3,1,2,0,1,0.5229007633587787,0.7312228755424891
3,1,3,0,1,0.6297709923664122,0.3629927401451971
3,0,3,0,1,0.5706106870229007,0.4690468690626187
3,0,2,0,1,0.4389312977099237,0.375179996400072
3,0,3,0,1,0.5152671755725191,0.5560201295974081
3,0,3,0,1,0.4820610687022901,0.46887937241255173
3,1,2,0,1,0.4580152671755725,0.5624887502249954
3,0,3,0,1,0.5572519083969466,0.3878047439051219
3,0,2,0,1,0.44274809160305345,0.4248415031699366
3,1,3,0,1,0.6026717557251908,0.43717688146237077
3,1,3,0,1,0.5793893129770993,0.5939056218875622
3,0,3,0,1,0.5400763358778626,0.5314987450250995
2,1,1,0,1,0.26908396946564883,0.3123968770624588
2,0,1,0,1,0.1916030534351145,0.15624437511249775
3,0,3,0,1,0.5419847328244275,0.499652506949861
3,1,2,0,1,0.4389312977099237,0.40967930641387174
3,1,3,0,1,0.5381679389312977,0.5622262554748905
3,0,2,0,1,0.4637404580152672,0.28096313073738527
3,1,2,0,1,0.3301526717557252,0.23732962840743185
3,0,3,0,1,0.5458015267175572,0.4245227595448091
3,0,2,0,1,0.3370229007633588,0.29359162816743667
3,0,2,0,1,0.42748091603053434,0.5312893742125158
3,1,2,0,1,0.4351145038167939,0.3875922481550369
3,1,2,0,1,0.4198473282442748,0.3251809963800724
3,1,2,0,1,0.3816793893129771,0.2624947501049979
3,1,3,0,1,0.5152671755725191,0.374617507649847
3,1,4,0,1,0.7206106870229008,0.500309993800124
3,1,3,0,1,0.5301526717557252,0.621565068698626
3,0,2,0,1,0.42251908396946564,0.406122502549949
3,1,2,0,1,0.4064885496183206,0.30618137637247256
3,1,2,0,1,0.47022900763358777,0.3873022539549209
3,0,2,0,1,0.3248091603053435,0.31273624527509447
3,1,3,0,1,0.49427480916030536,0.3625927481450371
3,0,2,0,1,0.4580152671755725,0.8122337553248935
3,0,2,0,1,0.44656488549618323,0.812402501949961
3,1,3,0,1,0.6106870229007634,0.8129837403251935
3,0,2,0,1,0.3416030534351145,0.32499037519249613
3,0,2,0,1,0.366412213740458,0.28139437211255774
3,0,2,0,1,0.366412213740458,0.250194996100078
3,0,3,0,1,0.533969465648855,0.21858937821243576
3,1,2,0,1,0.36374045801526717,0.4621957560848783
3,1,4,0,1,0.4580152671755725,0.5624887502249954
3,0,2,0,1,0.4083969465648855,0.3250059998800024
3,0,2,0,1,0.3244274809160305,0.375054998900022
3,1,3,0,1,0.5530534351145038,0.8123293784124318
3,0,2,0,1,0.4255725190839695,0.28153186936261276
3,1,2,0,1,0.5038167938931297,0.34401811963760726
3,0,2,0,1,0.4198473282442748,0.4248665026699466
3,0,3,0,1,0.5629770992366412,0.862857742845143
3,0,2,0,1,0.46106870229007635,0.40618187636247277
3,1,2,0,1,0.4580152671755725,0.3877422451550969
3,0,3,0,1,0.5522900763358779,0.4377087458250835
3,1,2,0,1,0.4309160305343511,0.3189361212775744
3,0,2,0,1,0.46259541984732827,0.4378262434751305
3,1,2,0,1,0.3790076335877863,0.2997558798824024
3,1,2,0,1,0.4316793893129771,0.4997506299874003
4,1,5,0,1,0.8778625954198473,0.750359992800144
4,1,5,0,1,0.8778625954198473,0.8121712565748685
3,0,3,0,1,0.533587786259542,0.4499722505549889
4,1,3,0,1,0.8206106870229007,0.9379187416251675
3,1,2,0,1,0.43320610687022904,0.22486737765244696
3,0,3,0,1,0.4675572519083969,0.2373390032199356
3,0,2,0,1,0.42748091603053434,0.39409211815763684
4,1,4,0,1,0.8396946564885496,0.7809843803123937
3,1,2,0,1,0.45,0.28148062038759225
2,1,4,0,1,0.22900763358778625,0.749985000299994
3,1,3,0,1,0.5893129770992367,0.6436421271574568
3,1,2,0,1,0.5,0.5747510049799004
3,1,2,0,1,0.5515267175572519,0.5626356222875543
3,1,3,0,1,0.4580152671755725,0.46874062518749626
3,0,2,0,1,0.366412213740458,0.3935921281574368
3,1,2,0,1,0.4450381679389313,0.3250159996800064
3,1,2,0,1,0.40916030534351144,0.34370312593748126
3,0,2,0,1,0.4198473282442748,0.2997440051198976
4,1,5,0,1,0.8587786259541985,0.624362512749745
3,0,2,0,1,0.4389312977099237,0.2810256294874103
3,1,2,0,1,0.6870229007633588,0.5624887502249954
3,0,3,0,1,0.4916030534351145,0.5063348733025339
3,0,2,0,1,0.4961832061068702,0.5183646327073459
3,0,2,0,1,0.41412213740458015,0.3499055018899622
3,0,2,0,1,0.45,0.2807437601247975
2,1,1,0,1,0.2862595419847328,0.3046814063718726
2,0,1,0,1,0.2862595419847328,0.3046814063718726
3,1,2,0,1,0.4580152671755725,0.4874902501949961
3,0,2,0,1,0.4217557251908397,0.3121562568748625
3,0,3,0,1,0.5358778625954198,0.46857562848743023
3,1,2,0,1,0.4675572519083969,0.5313331233375332
3,1,2,0,1,0.46946564885496184,0.375142497150057
3,0,2,0,1,0.45038167938931295,0.37464250714985703
3,0,2,0,1,0.42748091603053434,0.3247935041299174
3,0,5,0,1,0.5343511450381679,0.6562368752624947
2,1,3,0,1,0.2480916030534351,0.7812031259374812
3,0,2,0,1,0.4347328244274809,0.437082508349833
3,1,2,0,1,0.4072519083969466,0.4374612507749845
3,1,2,0,1,0.5622137404580153,0.81197501049979
3,0,3,0,1,0.49389312977099237,0.499797504049919
3,1,2,0,1,0.30916030534351147,0.2561573768524629
3,0,2,0,1,0.4580152671755725,0.4252414951700966
3,1,3,0,1,0.6087786259541985,0.5432860092798144
3,1,2,0,1,0.4198473282442748,0.3437431251374973
3,1,3,0,1,0.6824427480916031,0.5442116157676846
2,1,2,0,1,0.22900763358778625,0.4376162476750465
2,0,2,0,1,0.2595419847328244,0.26859462810743784
3,1,3,0,1,0.48931297709923666,0.34372937541249177
3,1,3,0,1,0.4580152671755725,0.749985000299994
3,0,2,0,1,0.4312977099236641,0.8439518709625807
3,1,3,0,1,0.6160305343511451,0.8624640007199856
3,1,3,0,1,0.6160305343511451,0.8564116217675647
3,0,3,0,1,0.5305343511450382,0.4682468850622988
3,0,2,0,1,0.5954198473282443,0.375367492650147
3,1,2,0,1,0.6106870229007634,0.374992500149997
3,1,2,0,1,0.3606870229007634,0.34373687526249475
3,0,3,0,1,0.5534351145038168,0.9995737585248295
4,1,5,0,1,0.8778625954198473,0.9372312553748925
3,0,2,0,1,0.4580152671755725,0.40649187016259675
3,1,3,0,1,0.6297709923664122,0.7187668746625068
3,0,4,0,1,0.3816793893129771,0.9062318753624927
2,0,2,0,1,0.2862595419847328,0.1874962500749985
3,1,3,0,1,0.7099236641221374,0.749797504049919
2,0,1,0,1,0.24427480916030533,0.1875962480750385
3,0,3,0,1,0.5725190839694656,0.5746760064798704
3,1,3,0,1,0.4580152671755725,0.45599088018239636
3,1,3,0,1,0.6160305343511451,0.8745687586248275
3,1,2,0,1,0.37786259541984735,0.4065106197876042
3,1,4,0,1,0.7633587786259542,0.6874862502749945
4,1,3,0,1,0.9541984732824428,0.8687326253474931
3,1,2,0,1,0.4770992366412214,0.4249915001699966
3,0,2,0,1,0.45648854961832064,0.2989940201195976
3,1,2,0,1,0.42748091603053434,0.34369312613747727
2,0,3,0,1,0.2099236641221374,0.7813281234375312
3,1,2,0,1,0.3244274809160305,0.4000232495350093
3,1,2,0,1,0.3244274809160305,0.26615092698146037
1,1,2,0,1,0.7633587786259542,0.5312393752124958
3,1,2,0,1,0.6702290076335878,0.6123927521449571
2,0,2,0,1,0.2480916030534351,0.2750257494850103
3,0,3,0,1,0.4580152671755725,0.5377392452150958
3,1,2,0,1,0.4435114503816794,0.46842188156236875
2,1,2,0,1,0.22900763358778625,0.4623657526849463
3,1,3,0,1,0.49580152671755723,0.468442506149877
3,1,2,0,1,0.3511450381679389,0.3875422491550169
3,0,2,0,1,0.4198473282442748,0.2371827563448731
3,0,3,0,1,0.4580152671755725,0.8122337553248935
3,1,3,0,1,0.6129770992366412,0.875252494950101
3,1,2,0,1,0.37595419847328243,0.2499387512249755
3,0,4,0,1,0.3816793893129771,0.999980000399992
3,1,3,0,1,0.6679389312977099,0.93732500349993
3,0,2,0,1,0.3683206106870229,0.4064981200375993
3,1,2,0,1,0.3435114503816794,0.2249955000899982
3,1,2,0,1,0.5916030534351145,0.9377312453750924
3,1,2,0,1,0.3816793893129771,0.3249935001299974
3,0,2,0,1,0.4064885496183206,0.5311581268374632
3,1,3,0,1,0.6122137404580152,0.500237495250095
2,1,1,0,1,0.20877862595419847,0.17195968580628387
3,1,2,0,1,0.3244274809160305,0.21887062258754825
2,0,2,0,1,0.19083969465648856,0.1374972500549989
3,0,2,0,1,0.3526717557251908,0.28123687526249475
3,1,3,0,1,0.5954198473282443,0.499190016199676
3,0,2,0,1,0.4389312977099237,0.2874942501149977
3,1,2,0,1,0.48854961832061067,0.3935921281574368
3,1,2,0,1,0.3293893129770992,0.2998865022699546
3,0,3,0,1,0.5725190839694656,0.499677506449871
2,1,1,0,1,0.17938931297709923,0.1374722505549889
3,0,4,0,1,0.4198473282442748,0.999605007899842
4,1,3,0,1,0.9541984732824428,0.7874842503149937
3,0,2,0,1,0.45610687022900764,0.4062918741625168
3,0,1,0,1,0.3816793893129771,0.3437431251374973
3,1,3,0,1,0.6297709923664122,0.5001462470750585
3,1,3,0,1,0.6946564885496184,0.874720005599888
3,1,2,0,1,0.4580152671755725,0.3127437451250975
3,1,3,0,1,0.4580152671755725,0.5624887502249954
3,1,4,0,1,0.4916030534351145,0.999790004199916
3,1,3,0,1,0.4580152671755725,0.500239995200096
2,1,1,0,1,0.19083969465648856,0.4249915001699966
2,1,1,0,1,0.2099236641221374,0.1498720025599488
3,1,3,0,1,0.3435114503816794,0.7436101277974441
4,1,4,0,1,0.8396946564885496,0.9061068778624427
3,1,3,0,1,0.6717557251908397,0.2628947421051579
2,1,2,0,1,0.2862595419847328,0.687642497150057
3,1,3,0,1,0.633206106870229,0.8377782444351113
3,1,3,0,1,0.46908396946564884,0.377909941801164
3,1,3,0,1,0.6679389312977099,0.49655256894862104
2,0,1,1,1,0.2862595419847328,0.374992500149997
3,0,2,0,1,0.4381679389312977,0.6127327453450931
3,1,2,0,1,0.40076335877862596,0.2874317513649727
3,0,2,0,1,0.44083969465648853,0.3248372532549349
3,1,2,0,1,0.32251908396946566,0.21863937721245574
3,1,4,0,1,0.5725190839694656,0.7190481190376192
2,1,2,0,1,0.2881679389312977,0.23734837803243936
2,0,1,0,1,0.2385496183206107,0.16874662506749866
3,0,3,0,1,0.5083969465648855,0.374617507649847
3,1,2,0,1,0.4480916030534351,0.4622532549349013
4,1,3,0,1,0.8492366412213741,0.7119857602847943
3,1,3,0,1,0.4580152671755725,0.3502429951400972
4,1,3,0,1,0.9675572519083969,0.9997206305873882
4,1,3,0,1,0.8492366412213741,0.6994703855922881
3,0,2,0,1,0.43702290076335876,0.45011912261754766
4,1,3,0,1,0.9923664122137404,0.8807323853522929
4,1,3,0,1,0.8492366412213741,0.7119857602847943
2,0,2,0,1,0.26717557251908397,0.21568318633627329
3,0,2,0,1,0.4580152671755725,0.3974920501589968
3,1,2,0,1,0.41870229007633586,0.39354087918241637
4,1,3,0,1,0.9541984732824428,0.8687326253474931
2,1,2,0,1,0.2862595419847328,0.5624887502249954
3,1,3,0,1,0.5687022900763359,0.5000712485750285
3,0,3,0,1,0.5248091603053435,0.43741312673746524
3,0,2,0,1,0.5095419847328244,0.46890937181256376
3,0,3,0,1,0.4580152671755725,0.39974200515989683
3,0,2,0,1,0.4580152671755725,0.34349313013739724
2,0,1,0,1,0.22900763358778625,0.4376162476750465
3,1,2,0,1,0.41870229007633586,0.3750293744125118
3,0,2,0,1,0.46908396946564884,0.48083663326733467
2,1,2,0,1,0.26641221374045804,0.2626172476550469
3,1,2,0,1,0.4580152671755725,0.40649187016259675
4,1,3,0,1,0.8492366412213741,0.7119857602847943
3,1,2,0,1,0.4389312977099237,0.2752757444851103
2,1,3,0,1,0.23282442748091603,0.7438038739225216
2,1,1,0,1,0.23473282442748092,0.218705000899982
3,1,3,0,1,0.4580152671755725,0.2812443751124977
3,1,2,0,1,0.4580152671755725,0.21899562008759824
2,0,2,0,1,0.2862595419847328,0.749985000299994
3,1,4,0,1,0.6870229007633588,0.5624887502249954
3,0,2,0,1,0.40076335877862596,0.15618437631247375
3,0,3,0,1,0.4580152671755725,0.2812443751124977
3,0,3,0,1,0.4770992366412214,0.6874862502749945
3,0,2,0,1,0.3244274809160305,0.2810256294874103
3,0,3,0,1,0.5385496183206107,0.7936716265674687
3,0,1,0,1,0.3816793893129771,0.3437431251374973
3,1,3,0,1,0.5156488549618321,0.374895002099958
3,1,2,0,1,0.4580152671755725,0.4252414951700966
3,0,3,0,1,0.46946564885496184,0.3251747465050699
3,0,2,0,1,0.46603053435114505,0.5311243775124498
2,1,5,0,1,0.30343511450381677,0.48742462650746987
3,0,3,0,1,0.4961832061068702,0.499677506449871
3,1,3,0,1,0.3816793893129771,0.9687306253874922
3,0,2,0,1,0.4580152671755725,0.9374812503749925
2,1,2,0,1,0.22900763358778625,0.18112137757244856
3,0,2,0,1,0.4580152671755725,0.2624947501049979
4,1,4,0,1,0.7633587786259542,0.874982500349993
3,1,2,0,1,0.46412213740458014,0.874742505149897
2,0,1,0,1,0.2099236641221374,0.14368462630747386
2,0,1,0,1,0.19083969465648856,0.0749985000299994
3,1,3,0,1,0.6412213740458015,0.6562368752624947
3,1,4,0,1,0.6870229007633588,0.5557388852222955
2,0,1,0,1,0.26717557251908397,0.28130687386252273
3,1,2,0,1,0.4389312977099237,0.3622427551448971
3,1,2,0,1,0.3435114503816794,0.21880812383752324
3,0,2,0,1,0.3713740458015267,0.24993437631247375
3,0,3,0,1,0.42938931297709926,0.37475812983740325
3,0,2,0,1,0.4587786259541985,0.39965700685986283
3,1,3,0,1,0.4580152671755725,0.8122337553248935
3,1,3,0,1,0.5942748091603054,0.562455000899982
3,1,4,0,1,0.7251908396946565,0.7184231315373693
3,0,3,0,1,0.5534351145038168,0.4494910101797964
3,0,3,0,1,0.38549618320610685,0.687417501649967
3,0,2,0,1,0.4580152671755725,0.5309893802123957
3,1,3,0,1,0.5519083969465649,0.40667936641267177
2,0,1,0,1,0.22900763358778625,0.1874962500749985
3,1,5,0,1,0.5152671755725191,0.9626994960100798
3,1,2,0,1,0.4580152671755725,0.40649187016259675
2,1,2,0,1,0.2366412213740458,0.13135987280254394
3,1,2,0,1,0.3816793893129771,0.3249935001299974
4,1,3,0,1,0.8015267175572519,0.875419991600168
4,1,3,0,1,0.8206106870229007,0.46895937081258376
3,1,1,1,1,0.4580152671755725,0.5939881202375953
4,1,3,0,1,0.8778625954198473,0.6569243615127698
3,0,3,0,1,0.5190839694656488,0.5312393752124958
3,1,2,0,1,0.3816793893129771,0.499990000199996
3,1,2,0,1,0.3511450381679389,0.2374702505949881
2,0,1,0,1,0.2786259541984733,0.28104437911241775
3,1,2,0,1,0.3435114503816794,0.23062038759224815
3,1,3,0,1,0.4076335877862595,0.3497630047399052
3,1,2,0,1,0.4076335877862595,0.38113487730245393
4,1,4,0,1,0.9541984732824428,0.9062318753624927
3,0,2,0,1,0.40610687022900765,0.5938331233375332
4,1,4,0,1,0.8396946564885496,0.5554888902221956
4,1,3,0,1,0.8492366412213741,0.6994703855922881
4,1,3,0,1,0.8896946564885496,0.8056357622847543
3,0,2,0,1,0.46908396946564884,0.46854687906241876
