baths,balcony,no_of_rooms,flat_type,city,total_area_scaled,price_scaled
3,1,3,0,0,0.5725190839694656,0.4031169376612468
3,0,2,0,0,0.3435114503816794,0.20643337133257336
3,0,2,0,0,0.5725190839694656,0.374992500149997
2,1,2,0,0,0.3015267175572519,0.249832503349933
3,0,2,0,0,0.39961832061068703,0.343540004199916
2,0,2,0,0,0.2862595419847328,0.31264999700006
3,0,2,0,0,0.38129770992366413,0.249745005099898
3,0,2,0,0,0.3782442748091603,0.250222495550089
3,1,3,0,0,0.433587786259542,0.374872502549949
2,0,2,0,0,0.2851145038167939,0.3249385012299754
3,1,2,0,0,0.4183206106870229,0.24385512289754205
3,0,3,0,0,0.4198473282442748,0.6874862502749945
3,0,2,0,0,0.3202290076335878,0.3251059978800424
3,0,2,0,0,0.34541984732824427,0.2873317533649327
3,1,2,0,0,0.30916030534351147,0.40600437991240174
3,0,2,0,0,0.4198473282442748,0.28118187636247277
3,0,2,0,0,0.4198473282442748,0.33136837263254737
3,1,2,0,0,0.3316793893129771,0.23462530749385013
2,0,2,0,0,0.29427480916030535,0.28140937181256376
3,0,3,0,0,0.42366412213740456,0.374617507649847
3,0,3,0,0,0.4770992366412214,0.374992500149997
3,1,3,0,0,0.6564885496183206,0.5503889922201556
2,1,1,0,0,0.19083969465648856,0.1874962500749985
2,0,2,0,0,0.2480916030534351,0.49358387832243356
3,0,2,0,0,0.39122137404580154,0.30621262574748503
3,0,2,0,0,0.35572519083969467,0.40599438011239775
3,1,2,0,0,0.40076335877862596,0.2624947501049979
3,1,2,0,0,0.3435114503816794,0.23118287634247314
3,1,3,0,0,0.4961832061068702,0.2998065038699226
3,0,3,0,0,0.4961832061068702,0.4858652826943461
2,1,1,0,0,0.19083969465648856,0.13124737505249895
3,1,2,0,0,0.3816793893129771,0.49374012519749605
3,0,2,0,0,0.3511450381679389,0.2966940661186776
3,0,3,0,0,0.4961832061068702,0.45661586768264634
2,0,2,0,0,0.2645038167938931,0.281092503149937
3,0,2,0,0,0.3435114503816794,0.4027419451610968
3,1,2,0,0,0.3366412213740458,0.19348488030239394
3,0,3,0,0,0.3435114503816794,0.3622427551448971
3,0,2,0,0,0.36946564885496186,0.4247015059698806
3,1,2,0,0,0.3244274809160305,0.30599388012239753
3,0,2,0,0,0.33244274809160307,0.2874242515149697
3,0,2,0,0,0.417175572519084,0.343605002899942
3,0,2,0,0,0.36374045801526717,0.23764962200755985
3,0,3,0,0,0.6106870229007634,0.4629907401851963
2,1,1,0,0,0.21221374045801528,0.1751364972700546
3,0,2,0,0,0.3732824427480916,0.3624640007199856
2,0,1,0,0,0.1900763358778626,0.15624437511249775
3,0,2,0,0,0.3683206106870229,0.30638137237255253
3,0,3,0,0,0.4580152671755725,0.374992500149997
2,0,2,0,0,0.282824427480916,0.2209062068758625
2,0,2,0,0,0.29732824427480914,0.33496330073398534
3,0,2,0,0,0.33587786259541985,0.6874862502749945
3,0,2,0,0,0.3847328244274809,0.2998740025199496
3,0,2,0,0,0.37213740458015265,0.3564772454550909
3,0,2,0,0,0.3698473282442748,0.4063662476750465
3,1,3,0,0,0.549618320610687,0.499490010199796
2,0,2,0,0,0.29389312977099236,0.2998127537449251
3,0,2,0,0,0.4580152671755725,0.3502429951400972
3,0,2,0,0,0.3564885496183206,0.30646262074758507
3,1,3,0,0,0.34923664122137404,0.6250468740625188
3,1,2,0,0,0.5133587786259542,0.3253153686926262
2,0,1,0,0,0.23129770992366414,0.15642062158756825
3,0,2,0,0,0.32061068702290074,0.34386812263754724
3,0,2,0,0,0.4580152671755725,0.500239995200096
2,0,2,0,0,0.2862595419847328,0.22827668446631066
3,0,3,0,0,0.40534351145038167,0.33120462590748184
3,1,3,0,0,0.4587786259541985,0.4499897502049959
3,1,3,0,0,0.4580152671755725,0.624737505249895
3,1,3,0,0,0.5286259541984732,0.9374531259374812
3,0,2,0,0,0.3477099236641221,0.23742462650746984
2,0,2,0,0,0.2480916030534351,0.3749612507749845
3,1,2,0,0,0.3244274809160305,0.20612087758244835
3,0,2,0,0,0.40076335877862596,0.4127729945401092
3,1,2,0,0,0.333206106870229,0.2247930041399172
3,0,3,0,0,0.5492366412213741,0.500042499150017
3,1,3,0,0,0.4431297709923664,0.4999456260874782
3,1,2,0,0,0.38549618320610685,0.374955000899982
3,0,2,0,0,0.42748091603053434,0.749685006299874
3,0,2,0,0,0.3843511450381679,0.3121637567248655
3,0,3,0,0,0.46412213740458014,0.5935481290374193
3,1,3,0,0,0.3988549618320611,0.6158845573088538
3,1,2,0,0,0.3244274809160305,0.1997460050798984
3,0,2,0,0,0.4633587786259542,0.187407501849963
3,0,2,0,0,0.3473282442748092,0.2001959960800784
2,0,1,0,0,0.22900763358778625,0.16874662506749866
3,0,2,0,0,0.33549618320610686,0.31258812323753526
3,0,2,0,0,0.41603053435114506,0.26840713185736287
3,1,2,0,0,0.3148854961832061,0.1686060028799424
3,0,3,0,0,0.3893129770992366,0.28113187736245276
2,1,2,0,0,0.2770992366412214,0.2250554988900222
3,1,2,0,0,0.33587786259541985,0.29369412611747764
3,0,3,0,0,0.4770992366412214,0.30624387512249757
3,0,3,0,0,0.40076335877862596,0.46855312893742124
3,0,3,0,0,0.5530534351145038,0.45642587148257036
3,1,3,0,0,0.5492366412213741,0.4496785064298714
3,0,3,0,0,0.5492366412213741,0.4496785064298714
3,0,3,0,0,0.5492366412213741,0.4496785064298714
3,1,3,0,0,0.5351145038167939,0.46878437431251374
3,1,3,0,0,0.499618320610687,0.6872112557748845
2,1,2,0,0,0.2916030534351145,0.2248980020399592
2,0,2,0,0,0.2912213740458015,0.937517499650007
3,0,3,0,0,0.4385496183206107,0.7813043739125217
3,1,2,0,0,0.36259541984732824,0.28143187136257275
3,1,2,0,0,0.3232824427480916,0.468487505249895
3,0,3,0,0,0.39923664122137403,0.34974925501489973
2,1,2,0,0,0.2595419847328244,0.1874212515749685
3,0,2,0,0,0.3198473282442748,0.3561428771424571
3,0,2,0,0,0.32251908396946566,0.3749612507749845
3,0,2,0,0,0.4198473282442748,0.4688656226875462
3,1,2,0,0,0.46412213740458014,0.4377512449751005
3,1,1,0,0,0.30763358778625954,0.1999847503049939
3,1,3,0,0,0.5507633587786259,0.4996287574248515
3,0,2,0,0,0.40610687022900765,0.4249265014699706
2,0,2,0,0,0.300763358778626,0.21571068578628427
3,0,2,0,0,0.47595419847328246,0.2657615597688046
3,1,2,0,0,0.34427480916030534,0.507364852702946
3,1,2,0,0,0.3816793893129771,0.43124137517249655
3,1,2,0,0,0.5152671755725191,0.4370537589248215
3,1,2,0,0,0.40076335877862596,0.437709995800084
3,1,2,0,0,0.40114503816793895,0.28113687726245473
3,0,2,0,0,0.41908396946564885,0.2875329993400132
2,1,2,0,0,0.2877862595419847,0.26860712785744284
3,0,2,0,0,0.4396946564885496,0.624947501049979
3,0,2,0,0,0.38778625954198476,0.2247855042899142
3,1,2,0,0,0.36259541984732824,0.3247747545049099
3,0,2,0,0,0.4961832061068702,0.34368062638747227
2,1,2,0,0,0.27099236641221375,0.24050768984620308
3,1,3,0,0,0.4866412213740458,0.6127846193076139
3,1,3,0,0,0.6870229007633588,0.9371062578748425
3,1,2,0,0,0.36450381679389315,0.48107162856742863
3,0,2,0,0,0.3190839694656489,0.2497500049999
2,0,1,0,0,0.22213740458015266,0.18114387712245755
2,0,2,0,0,0.2958015267175573,0.32500912481750366
3,1,2,0,0,0.31603053435114503,0.28099688006239876
3,1,3,0,0,0.4183206106870229,0.28152936941261175
3,0,2,0,0,0.4389312977099237,0.2623385032299354
3,1,3,0,0,0.6305343511450382,0.7815868682626348
3,1,3,0,0,0.4675572519083969,0.8123118787624247
2,0,1,0,0,0.25190839694656486,0.1872712545749085
3,0,2,0,0,0.4198473282442748,0.3437431251374973
2,0,2,0,0,0.2958015267175573,0.27172894042119156
3,1,3,0,0,0.43702290076335876,0.40646687066258674
3,1,2,0,0,0.3973282442748092,0.36239087718245633
3,0,2,0,0,0.3969465648854962,0.36269274614507707
3,0,2,0,0,0.3148854961832061,0.5310831283374332
2,0,2,0,0,0.3019083969465649,0.3312246255074898
3,1,2,0,0,0.31755725190839695,0.2376352472950541
3,1,3,0,0,0.44083969465648853,0.3934140067198656
3,0,3,0,0,0.5347328244274809,0.34323813523729524
3,0,2,0,0,0.36259541984732824,0.2499637507249855
3,0,2,0,0,0.3435114503816794,0.14399712005759885
2,1,2,0,0,0.2919847328244275,0.23762337253254934
4,1,3,0,0,0.8740458015267175,0.6254437411251775
2,1,3,0,0,0.7633587786259542,0.7624847503049939
4,0,2,0,0,0.3053435114503817,0.28149437011259776
3,1,2,0,0,0.3064885496183206,0.28104437911241775
2,0,1,0,0,0.25190839694656486,0.2000584988300234
3,0,2,0,0,0.3057251908396947,0.28134562308753824
3,0,2,0,0,0.5099236641221374,0.4366962660746785
3,1,2,0,0,0.3847328244274809,0.2249055018899622
3,0,2,0,0,0.3511450381679389,0.250119997600048
3,0,3,0,0,0.5286259541984732,0.8751293724125517
3,0,2,0,0,0.3816793893129771,0.3124937501249975
